place_id,name,reviews,main_category,categories,rating,address,link,query,description,is_spending_on_ads,competitors,website,can_claim,owner_name,owner_profile_link,featured_image,workday_timing,closed_on,phone,review_keywords
ChIJl_N2mQN644kRZqOFG9Uc-Rs,Muddy River,10,River,River,4.1,"Boston, MA 02215, USA",https://www.google.com/maps/place/Muddy+River/data=!4m7!3m6!1s0x89e37a039976f397:0x1bf91cd51b85a366!8m2!3d42.3514863!4d-71.0925518!16s%2Fm%2F03nxl55!19sChIJl_N2mQN644kRZqOFG9Uc-Rs?authuser=0&hl=en&rclk=1,muddy river activity massachusetts,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJ-cm86sKB5IkRdrrsPcDKsiE,Muddy River Herbals,7,Farm,Farm,4.9,"2468 Washington St, Canton, MA 02021, United States",https://www.google.com/maps/place/Muddy+River+Herbals/data=!4m7!3m6!1s0x89e481c2eabcc9f9:0x21b2cac03decba76!8m2!3d42.200278!4d-71.122646!16s%2Fg%2F11fylqb6vk!19sChIJ-cm86sKB5IkRdrrsPcDKsiE?authuser=0&hl=en&rclk=1,muddy river activity massachusetts,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJVVUhJJd544kRi7h1xMkmenk,Friends of the Muddy River,0,Park,Park,0,"10 Bowker St, Brookline, MA 02445, United States",https://www.google.com/maps/place/Friends+of+the+Muddy+River/data=!4m7!3m6!1s0x89e3799724215555:0x797a26c9c475b88b!8m2!3d42.3357442!4d-71.1161239!16s%2Fg%2F11g8v5ts32!19sChIJVVUhJJd544kRi7h1xMkmenk?authuser=0&hl=en&rclk=1,muddy river activity massachusetts,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
