place_id,name,reviews,main_category,categories,rating,address,link,query,description,is_spending_on_ads,competitors,website,can_claim,owner_name,owner_profile_link,featured_image,workday_timing,closed_on,phone,review_keywords
ChIJY9Z5cqph5IkR53fewd-IZWk,Wading River,1,River,River,5,"Massachusetts, USA",https://www.google.com/maps/place/Wading+River/data=!4m7!3m6!1s0x89e461aa7279d663:0x696588dfc1de77e7!8m2!3d41.9678306!4d-71.2397679!16zL20vMDgxbWt5!19sChIJY9Z5cqph5IkR53fewd-IZWk?authuser=0&hl=en&rclk=1,wading river activity massachusetts,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJBbbxp_Nj5IkRCnmCKl0nXKg,Wading River,11,River,River,4.8,"Massachusetts, USA",https://www.google.com/maps/place/Wading+River/data=!4m7!3m6!1s0x89e463f3a7f1b605:0xa85c275d2a82790a!8m2!3d42.0118908!4d-71.2630249!16s%2Fg%2F11bw7p3fbr!19sChIJBbbxp_Nj5IkRCnmCKl0nXKg?authuser=0&hl=en&rclk=1,wading river activity massachusetts,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJv_Zb125h5IkRk-oGmq-CR2Q,Wading River Reservoir,4,Lake,Lake,4,"Mansfield, MA 02048, USA",https://www.google.com/maps/place/Wading+River+Reservoir/data=!4m7!3m6!1s0x89e4616ed75bf6bf:0x644782af9a06ea93!8m2!3d41.9912342!4d-71.2567952!16s%2Fg%2F1hhhnscnt!19sChIJv_Zb125h5IkRk-oGmq-CR2Q?authuser=0&hl=en&rclk=1,wading river activity massachusetts,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJ2USZeiVg5IkR3AcGOR8ElE0,Wading River,1,River,River,3,"Norton, MA 02766, USA",https://www.google.com/maps/place/Wading+River/data=!4m7!3m6!1s0x89e460257a9944d9:0x4d94041f390607dc!8m2!3d41.943977!4d-71.1910957!16s%2Fg%2F11bw7n1d6q!19sChIJ2USZeiVg5IkR3AcGOR8ElE0?authuser=0&hl=en&rclk=1,wading river activity massachusetts,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
